<?xml version="1.0" encoding="UTF-8"?>
<map version="1.10" tiledversion="1.11.2" orientation="orthogonal" renderorder="right-up" width="25" height="49" tilewidth="16" tileheight="16" infinite="0" nextlayerid="3" nextobjectid="1">
 <tileset firstgid="1" source="../Dreamscaper.tsx"/>
 <layer id="1" name="Tile Layer 1" width="25" height="49">
  <data encoding="csv">
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,173,174,175,176,177,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,193,194,195,196,197,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,210,211,212,213,214,215,216,217,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,230,231,232,233,234,235,236,237,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,250,251,252,253,254,255,256,257,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,270,271,272,273,274,275,276,277,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,290,291,292,293,294,295,296,297,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,310,311,312,313,314,315,316,317,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,330,331,332,333,334,335,336,337,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,78,79,80,81,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,98,99,100,101,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,118,119,120,121,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,138,139,140,141,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,158,159,160,161,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,78,79,80,81,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,98,99,100,101,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,118,119,120,121,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,138,139,140,141,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,158,159,160,161,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,91,92,92,93,1,1,1,1,1,1,1,1,1
</data>
 </layer>
</map>
